,Date,S&P 500 (TR),S&P 500 (Net TR),S&P 500,unemployment_rate,all_real_avg_hourly_earnings,all_real_avg_weekly_earnings,CPI_All_Urban_Consumers,Production_nonsupervisory_emp_real_avg_hourly_earnings,Production_nonsupervisory_emp_real_avg_weekly_earnings,CPI_Urban_Wage_Earners_and_Clerical,Real_GDP(T),1 Mo(DTY),2 Mo(DTY),3 Mo(DTY),6 Mo(DTY),1 Yr(DTY),2 Yr(DTY),3 Yr(DTY),5 Yr(DTY),7 Yr(DTY),10 Yr(DTY),20 Yr(DTY),30 Yr(DTY),NAICS Subsector Description,Approved Loans,Approved Dollars,% of Amount,State,Approved_PPP_Loans,Approved_PPP_Amount
4538,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,MD,74612.0,9840088049.0
4539,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,ME,25888.0,2208131303.0
4540,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,MI,114361.0,15703755609.0
4541,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,MN,92906.0,11049841947.0
4542,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,MO,87212.0,9035766437.0
4543,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,MP,392.0,36489968.0
4544,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,MS,42965.0,3135993655.0
4545,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,MT,22282.0,1745215743.0
4546,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,NC,113745.0,12216598376.0
4547,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,ND,19058.0,1750984732.0
4548,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,NE,40711.0,3395896779.0
4549,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,NH,22600.0,2518079300.0
4550,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,NJ,135203.0,16864786923.0
4551,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,NM,20830.0,2204842129.0
4552,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,NV,38723.0,4047046515.0
4553,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,NY,294689.0,37454686860.0
4554,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,OH,131887.0,18117969886.0
4555,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,OK,61975.0,5419286214.0
4556,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,OR,58209.0,6801406424.0
4557,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,PA,157491.0,20478156228.0
4558,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,PR,32603.0,1731820601.0
4559,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,RI,16236.0,1855216024.0
4560,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,SC,59492.0,5638849569.0
4561,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,SD,21363.0,1644273024.0
4562,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,TN,86647.0,8771375365.0
4563,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,TX,361765.0,40295186026.0
4564,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,UT,48572.0,5204939285.0
4565,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,VA,101980.0,12396319330.0
4566,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,VI,1469.0,116705288.0
4567,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,VT,11287.0,1170593707.0
4568,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,WA,93880.0,12058958915.0
4569,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,WI,81232.0,9765105528.0
4570,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,WV,16529.0,1775137873.0
4571,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Health Care and Social Assistance,475706.0,66116892187.0,0.1293,WY,12830.0,1016538929.0
4572,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,AK,10265.0,1213169665.0
4573,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,AL,61576.0,6122930463.0
4574,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,AR,40920.0,3284322657.0
4575,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,AS,137.0,6844280.0
4576,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,AZ,75347.0,8467160762.0
4577,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,CA,530695.0,66615126522.0
4578,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,CO,99155.0,10232212836.0
4579,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,CT,56704.0,6589734939.0
4580,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,DC,11421.0,2105618797.0
4581,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,DE,11710.0,1458546863.0
4582,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,FL,350734.0,30667101542.0
4583,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,GA,139215.0,14008161761.0
4584,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,GU,1999.0,193937236.0
4585,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,HI,23651.0,2468570791.0
4586,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,IA,55461.0,5015642315.0
4587,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,ID,28879.0,2546411161.0
4588,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,IL,186337.0,22040194873.0
4589,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,IN,74758.0,9368437645.0
4590,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,KS,49784.0,4938120040.0
4591,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,KY,46230.0,5200639495.0
4592,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,LA,68533.0,7233685896.0
4593,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,MA,106575.0,14133149541.0
4594,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,MD,74612.0,9840088049.0
4595,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,ME,25888.0,2208131303.0
4596,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,MI,114361.0,15703755609.0
4597,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,MN,92906.0,11049841947.0
4598,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,MO,87212.0,9035766437.0
4599,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,MP,392.0,36489968.0
4600,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,MS,42965.0,3135993655.0
4601,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,MT,22282.0,1745215743.0
4602,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,NC,113745.0,12216598376.0
4603,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,ND,19058.0,1750984732.0
4604,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,NE,40711.0,3395896779.0
4605,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,NH,22600.0,2518079300.0
4606,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,NJ,135203.0,16864786923.0
4607,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,NM,20830.0,2204842129.0
4608,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,NV,38723.0,4047046515.0
4609,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,NY,294689.0,37454686860.0
4610,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,OH,131887.0,18117969886.0
4611,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,OK,61975.0,5419286214.0
4612,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,OR,58209.0,6801406424.0
4613,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,PA,157491.0,20478156228.0
4614,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,PR,32603.0,1731820601.0
4615,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,RI,16236.0,1855216024.0
4616,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,SC,59492.0,5638849569.0
4617,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,SD,21363.0,1644273024.0
4618,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,TN,86647.0,8771375365.0
4619,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,TX,361765.0,40295186026.0
4620,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,UT,48572.0,5204939285.0
4621,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,VA,101980.0,12396319330.0
4622,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,VI,1469.0,116705288.0
4623,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,VT,11287.0,1170593707.0
4624,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,WA,93880.0,12058958915.0
4625,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,WI,81232.0,9765105528.0
4626,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,WV,16529.0,1775137873.0
4627,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Information,63984.0,9092167092.0,0.0178,WY,12830.0,1016538929.0
4628,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,AK,10265.0,1213169665.0
4629,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,AL,61576.0,6122930463.0
4630,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,AR,40920.0,3284322657.0
4631,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,AS,137.0,6844280.0
4632,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,AZ,75347.0,8467160762.0
4633,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,CA,530695.0,66615126522.0
4634,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,CO,99155.0,10232212836.0
4635,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,CT,56704.0,6589734939.0
4636,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,DC,11421.0,2105618797.0
4637,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,DE,11710.0,1458546863.0
4638,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,FL,350734.0,30667101542.0
4639,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,GA,139215.0,14008161761.0
4640,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,GU,1999.0,193937236.0
4641,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,HI,23651.0,2468570791.0
4642,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,IA,55461.0,5015642315.0
4643,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,ID,28879.0,2546411161.0
4644,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,IL,186337.0,22040194873.0
4645,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,IN,74758.0,9368437645.0
4646,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,KS,49784.0,4938120040.0
4647,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,KY,46230.0,5200639495.0
4648,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,LA,68533.0,7233685896.0
4649,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,MA,106575.0,14133149541.0
4650,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,MD,74612.0,9840088049.0
4651,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,ME,25888.0,2208131303.0
4652,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,MI,114361.0,15703755609.0
4653,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,MN,92906.0,11049841947.0
4654,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,MO,87212.0,9035766437.0
4655,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,MP,392.0,36489968.0
4656,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,MS,42965.0,3135993655.0
4657,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,MT,22282.0,1745215743.0
4658,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,NC,113745.0,12216598376.0
4659,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,ND,19058.0,1750984732.0
4660,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,NE,40711.0,3395896779.0
4661,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,NH,22600.0,2518079300.0
4662,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,NJ,135203.0,16864786923.0
4663,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,NM,20830.0,2204842129.0
4664,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,NV,38723.0,4047046515.0
4665,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,NY,294689.0,37454686860.0
4666,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,OH,131887.0,18117969886.0
4667,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,OK,61975.0,5419286214.0
4668,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,OR,58209.0,6801406424.0
4669,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,PA,157491.0,20478156228.0
4670,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,PR,32603.0,1731820601.0
4671,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,RI,16236.0,1855216024.0
4672,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,SC,59492.0,5638849569.0
4673,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,SD,21363.0,1644273024.0
4674,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,TN,86647.0,8771375365.0
4675,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,TX,361765.0,40295186026.0
4676,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,UT,48572.0,5204939285.0
4677,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,VA,101980.0,12396319330.0
4678,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,VI,1469.0,116705288.0
4679,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,VT,11287.0,1170593707.0
4680,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,WA,93880.0,12058958915.0
4681,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,WI,81232.0,9765105528.0
4682,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,WV,16529.0,1775137873.0
4683,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Management of Companies and Enterprises,8327.0,1557291638.0,0.003,WY,12830.0,1016538929.0
4684,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,AK,10265.0,1213169665.0
4685,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,AL,61576.0,6122930463.0
4686,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,AR,40920.0,3284322657.0
4687,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,AS,137.0,6844280.0
4688,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,AZ,75347.0,8467160762.0
4689,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,CA,530695.0,66615126522.0
4690,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,CO,99155.0,10232212836.0
4691,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,CT,56704.0,6589734939.0
4692,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,DC,11421.0,2105618797.0
4693,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,DE,11710.0,1458546863.0
4694,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,FL,350734.0,30667101542.0
4695,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,GA,139215.0,14008161761.0
4696,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,GU,1999.0,193937236.0
4697,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,HI,23651.0,2468570791.0
4698,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,IA,55461.0,5015642315.0
4699,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,ID,28879.0,2546411161.0
4700,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,IL,186337.0,22040194873.0
4701,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,IN,74758.0,9368437645.0
4702,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,KS,49784.0,4938120040.0
4703,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,KY,46230.0,5200639495.0
4704,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,LA,68533.0,7233685896.0
4705,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,MA,106575.0,14133149541.0
4706,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,MD,74612.0,9840088049.0
4707,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,ME,25888.0,2208131303.0
4708,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,MI,114361.0,15703755609.0
4709,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,MN,92906.0,11049841947.0
4710,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,MO,87212.0,9035766437.0
4711,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,MP,392.0,36489968.0
4712,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,MS,42965.0,3135993655.0
4713,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,MT,22282.0,1745215743.0
4714,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,NC,113745.0,12216598376.0
4715,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,ND,19058.0,1750984732.0
4716,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,NE,40711.0,3395896779.0
4717,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,NH,22600.0,2518079300.0
4718,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,NJ,135203.0,16864786923.0
4719,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,NM,20830.0,2204842129.0
4720,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,NV,38723.0,4047046515.0
4721,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,NY,294689.0,37454686860.0
4722,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,OH,131887.0,18117969886.0
4723,06/06/2020,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing,219814.0,53505238934.0,0.1046,OK,61975.0,5419286214.0
